age,position,apps,goals,assists,shots,motm,rating,tackles,interceptions,clearances,key_passes,dribblings,avg_passes,through_passes,club_position
26,1,10,1,1,0.9,1,6.77,2.9,1.3,0.1,0.4,1.0,18.2,0.0,5
27,0,7,1,3,1.5,0,6.37,0.3,0.4,0.3,0.6,0.5,9.5,0.0,16
26,1,14,1,1,1.2,2,6.95,2.5,1.4,1.2,0.3,1.2,39.2,0.2,4
20,0,2,3,0,0.7,0,6.35,0.2,0.2,0.2,0.3,0.1,5.8,0.0,7
31,2,35,0,0,0.2,0,6.71,1.5,1.3,4.7,0.1,0.5,38.5,0.0,16
31,2,18,0,1,0.1,0,7.01,4.3,3.3,1.5,0.2,0.6,28.9,0.0,5
25,1,21,1,1,0.4,2,6.86,2.8,1.5,1.3,0.3,1.0,41.4,0.1,11
22,1,20,1,1,0.9,1,6.96,2.4,1.8,2.1,0.8,1.0,29.6,0.0,11
24,1,18,1,3,1.5,0,6.55,1.0,0.3,0.2,1.3,0.8,28.0,0.0,3
29,1,23,3,1,0.9,2,6.96,2.0,1.3,1.7,1.0,0.8,65.4,0.0,11
31,2,13,0,0,0.2,1,6.64,0.9,2.3,3.4,0.1,0.3,34.7,0.0,7
30,0,8,1,1,0.6,0,6.38,0.8,0.1,0.9,0.5,0.1,11.8,0.1,8
34,0,9,4,2,0.5,0,6.26,0.3,0.2,0.1,0.8,0.5,9.5,0.0,18
27,1,34,0,9,0.5,0,6.73,1.8,0.6,0.4,1.3,1.0,54.3,0.1,8
28,1,0,0,0,0.0,0,6.32,0.0,0.0,0.0,0.0,2.0,3.0,0.0,18
20,0,5,2,1,1.1,0,6.4,0.6,0.3,0.3,0.8,0.6,8.2,0.0,10
25,2,30,1,0,0.7,6,7.04,2.8,2.6,7.0,0.1,0.2,38.3,0.0,19
28,1,32,3,2,1.1,0,6.9,2.0,3.4,0.6,0.6,0.5,39.3,0.0,17
27,2,17,0,0,0.3,1,6.52,1.9,1.6,3.2,0.3,0.1,57.1,0.0,15
23,1,19,7,0,1.8,4,7.31,2.8,1.2,0.4,0.6,2.7,23.8,0.2,12
20,1,3,0,0,0.5,0,6.42,2.3,0.3,0.0,0.3,0.8,37.3,0.0,6
30,3,2,0,0,0.0,0,5.52,0.0,0.0,0.5,0.0,0.0,18.5,0.0,2
38,3,2,0,0,0.0,0,6.45,0.0,0.0,0.5,0.0,0.0,14.5,0.0,6
33,0,32,25,21,4.8,22,8.71,0.6,0.2,0.0,2.7,5.5,59.8,0.6,2
26,1,32,2,3,1.0,1,7.3,2.0,1.6,1.4,1.1,2.1,36.4,0.0,1
21,1,20,1,0,0.5,1,6.8,2.2,1.7,0.9,0.8,1.1,29.2,0.1,19
31,1,34,2,0,0.6,0,6.4,1.3,0.5,0.8,0.4,0.5,20.1,0.0,18
23,0,8,1,3,1.2,1,6.5,0.9,0.3,0.4,0.7,0.1,14.9,0.0,7
23,1,7,0,0,0.4,0,7.0,3.2,1.6,3.0,0.2,1.2,18.0,0.0,12
26,0,29,7,1,1.8,3,7.16,1.4,0.7,1.8,0.8,0.4,25.0,0.0,9
28,2,12,0,0,0.3,0,6.43,1.3,0.6,4.2,0.1,0.1,22.9,0.0,11
22,0,0,0,0,1.0,0,5.94,0.0,0.0,0.0,0.0,0.0,4.5,0.0,10
33,1,32,2,4,0.5,1,7.28,2.7,1.6,2.5,1.3,0.4,67.3,0.0,5
24,0,14,6,3,1.3,0,6.49,0.3,0.2,0.6,0.7,0.3,9.6,0.0,9
33,0,7,2,2,0.8,0,6.33,0.2,0.0,0.3,0.4,0.0,10.3,0.0,6
29,0,12,4,3,1.0,1,6.45,0.4,0.3,0.2,0.7,0.2,10.5,0.0,7
31,2,6,0,1,0.0,0,6.82,1.1,1.9,5.1,0.1,0.3,25.6,0.0,10
30,2,5,0,0,0.1,0,6.41,0.8,0.9,1.8,0.1,0.0,23.8,0.0,11
30,1,26,1,3,0.9,0,6.74,1.1,1.1,1.3,1.0,0.3,35.9,0.0,4
30,1,23,3,6,1.1,1,6.97,1.5,0.9,0.5,1.5,0.6,49.9,0.0,3
22,1,8,1,0,0.4,0,6.55,1.8,1.4,1.8,0.0,0.3,30.3,0.0,7
33,3,1,0,0,0.0,0,6.47,0.0,0.0,1.0,0.0,0.0,21.0,0.0,17
22,2,25,0,0,0.1,0,6.51,1.6,1.6,3.5,0.2,0.2,28.9,0.0,19
31,2,20,1,0,0.2,1,6.7,1.1,2.0,3.0,0.3,0.1,30.9,0.0,9
26,2,13,0,0,0.1,0,6.59,1.7,1.6,5.6,0.2,0.1,37.8,0.0,10
23,1,29,3,4,1.7,1,6.77,0.9,1.5,0.9,1.4,0.8,27.1,0.1,8
27,2,1,0,0,0.2,0,6.7,1.4,1.6,1.2,1.0,0.4,19.8,0.0,6
33,3,20,0,0,0.0,2,6.61,0.0,0.2,0.6,0.0,0.1,26.9,0.0,14
22,1,14,3,2,2.0,2,6.97,1.3,0.4,0.1,1.4,2.2,22.1,0.0,14
27,3,3,0,0,0.0,0,7.04,0.0,0.0,0.7,0.0,0.0,26.3,0.0,5
31,3,1,0,0,0.0,0,6.36,0.0,0.0,1.0,0.0,0.0,19.0,0.0,16
31,1,30,1,3,0.4,1,6.99,2.9,1.7,1.5,0.7,0.5,49.6,0.1,12
25,1,2,0,0,0.5,0,6.24,0.4,0.2,0.4,0.4,0.1,13.0,0.0,10
22,1,21,0,1,0.6,0,7.24,2.8,3.0,2.2,0.6,0.3,37.8,0.0,2
32,1,13,2,0,0.8,0,7.01,2.5,3.1,3.2,0.2,0.4,26.4,0.1,20
31,1,1,0,1,2.0,0,7.13,3.0,1.0,0.0,1.0,1.0,97.0,0.0,3
22,0,5,1,0,0.9,0,6.37,0.7,0.4,0.1,0.4,0.6,11.6,0.1,9
23,0,3,1,0,0.5,0,6.38,0.9,0.5,0.1,0.6,0.4,9.1,0.0,5
23,1,34,1,2,0.8,3,7.14,3.1,3.4,1.1,0.7,0.6,53.7,0.1,4
23,1,14,7,3,1.7,2,6.92,1.0,0.8,0.2,0.9,0.8,16.4,0.0,8
26,1,24,1,7,0.3,0,7.21,2.1,1.3,0.8,0.8,1.8,53.9,0.1,1
32,1,10,0,0,0.1,0,6.28,1.2,0.6,0.7,0.0,0.5,21.5,0.0,13
26,0,6,1,1,0.9,1,6.28,0.2,0.1,0.0,0.3,0.3,6.5,0.0,7
27,0,15,2,0,2.1,0,6.4,0.2,0.1,0.4,0.4,0.3,11.3,0.0,11
23,2,1,1,0,0.7,0,6.6,0.7,0.3,1.2,0.0,0.7,15.8,0.0,8
31,1,3,0,0,0.3,0,6.68,2.7,1.0,0.7,0.3,0.3,27.3,0.0,19
22,1,19,3,2,1.1,1,6.75,1.2,0.5,0.2,1.1,1.5,19.8,0.0,14
29,2,25,4,1,0.8,2,7.17,1.4,1.4,2.4,0.3,0.3,72.0,0.0,2
34,1,27,0,2,0.6,0,6.64,1.8,1.4,1.6,0.5,0.4,42.4,0.1,14
31,3,13,0,0,0.0,0,6.34,0.0,0.1,0.8,0.1,0.0,29.2,0.0,15
32,1,17,0,1,0.8,0,6.46,1.8,0.6,1.5,1.1,0.1,30.6,0.0,20
28,0,28,6,2,1.5,1,6.94,1.5,0.6,1.6,0.6,0.6,22.3,0.0,14
34,1,14,1,4,1.1,1,6.79,1.7,0.8,0.3,0.8,1.1,26.9,0.0,12
32,2,16,0,2,0.5,0,6.58,0.8,0.8,2.4,0.3,0.5,54.4,0.0,12
32,2,25,2,2,0.4,0,7.2,1.7,1.8,3.7,0.4,0.3,44.5,0.0,2
23,1,8,0,1,0.9,0,6.43,1.2,0.4,0.3,0.3,1.5,16.8,0.0,19
24,1,17,3,0,1.3,0,6.63,1.5,0.6,1.7,0.2,0.6,23.0,0.0,16
24,3,33,0,0,0.0,1,6.73,0.0,0.2,0.9,0.0,0.0,28.2,0.0,3
32,1,8,0,0,0.5,1,6.91,2.2,1.2,2.4,0.8,0.5,23.9,0.0,4
23,1,1,0,0,0.3,0,6.06,0.3,0.0,0.0,0.4,0.1,5.3,0.0,19
22,0,9,2,2,1.6,0,6.42,0.4,0.3,0.4,0.5,0.4,12.0,0.0,7
35,3,31,0,0,0.0,0,6.68,0.0,0.0,1.0,0.1,0.0,11.3,0.0,2
31,3,7,0,0,0.0,0,6.21,0.1,0.0,0.7,0.0,0.0,27.9,0.0,15
30,3,0,0,0,0.0,0,7.55,0.0,0.0,0.0,1.0,0.0,25.0,0.0,8
26,0,20,5,1,0.9,1,6.52,0.9,0.4,0.2,0.5,1.1,20.9,0.0,10
20,0,11,3,1,1.6,0,6.38,0.8,0.5,0.1,0.4,0.3,13.0,0.1,17
26,1,0,0,0,0.2,0,6.07,0.8,0.0,0.2,0.2,0.4,6.0,0.0,17
26,1,9,1,0,0.9,0,6.81,1.8,1.6,0.6,0.6,0.7,32.4,0.1,4
29,1,20,1,0,0.3,1,6.92,2.0,1.8,3.5,0.7,0.5,29.9,0.0,13
27,0,1,0,0,2.0,0,6.22,0.7,0.0,1.3,1.3,0.0,7.3,0.0,10
27,1,30,1,1,0.3,0,7.05,3.0,2.7,1.1,0.5,0.1,49.2,0.1,3
25,2,30,0,2,0.6,3,7.34,3.1,2.7,5.2,0.5,0.3,38.3,0.0,5
20,1,4,1,0,0.9,0,6.49,0.8,0.4,0.3,0.3,0.8,18.7,0.1,10
28,1,18,1,0,0.8,1,6.76,2.3,1.6,0.7,0.2,1.1,50.3,0.0,14
28,2,24,1,0,0.3,0,6.75,2.3,2.9,3.7,0.0,0.0,32.2,0.0,18
24,0,8,5,0,1.4,0,6.47,0.3,0.2,0.3,0.2,0.1,8.3,0.0,2
25,0,29,2,3,1.8,0,6.71,1.4,0.8,0.4,1.1,2.0,20.3,0.1,18
22,0,9,0,0,1.1,0,6.24,0.8,0.9,0.4,0.5,0.4,16.9,0.0,8
23,2,1,0,0,0.5,0,6.66,0.0,1.5,5.0,0.0,0.0,26.5,0.0,19
20,1,0,0,0,0.6,0,6.11,0.4,0.1,0.3,0.0,0.3,7.4,0.0,14
31,0,31,16,1,2.6,9,7.32,1.0,0.2,0.8,0.8,0.3,26.3,0.0,15
25,1,0,0,0,0.0,0,6.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16
28,0,24,13,5,2.5,2,7.04,0.6,0.6,0.1,1.6,1.3,33.5,0.3,5
24,0,0,0,0,0.0,0,6.15,1.0,0.0,0.5,0.5,0.0,6.5,0.0,12
29,0,22,8,14,1.5,1,7.28,1.2,0.2,0.4,2.0,0.4,32.0,0.0,1
28,1,22,1,0,1.0,2,7.02,1.9,1.9,1.9,1.0,1.4,47.3,0.0,8
33,3,14,0,0,0.0,0,6.34,0.0,0.1,0.5,0.0,0.0,24.9,0.0,14
26,1,20,0,2,1.6,0,7.07,3.3,1.6,0.6,1.2,1.2,54.6,0.0,2
33,1,25,1,1,0.8,0,6.68,2.4,0.7,1.8,0.4,0.4,27.4,0.0,11
27,2,7,0,0,0.1,0,6.76,1.2,1.5,3.8,0.0,0.1,30.6,0.0,9
29,1,0,0,0,0.5,0,6.2,0.0,1.0,0.0,0.0,0.0,5.5,0.0,2
27,1,1,0,0,0.3,0,6.21,0.7,0.3,0.0,0.2,0.9,5.1,0.0,17
29,1,26,4,8,0.8,1,6.81,0.9,0.8,0.6,1.5,0.4,37.0,0.0,6
24,0,4,1,0,1.1,0,6.76,0.5,0.9,0.9,0.3,0.6,14.9,0.0,12
37,0,21,13,6,1.1,2,6.98,0.6,0.4,0.4,0.6,0.4,13.9,0.1,3
23,1,8,0,1,1.5,0,6.48,1.5,0.9,0.1,0.9,1.2,16.8,0.2,15
31,1,28,1,3,0.4,0,6.92,2.4,1.3,1.5,1.8,0.4,54.1,0.1,9
31,0,4,1,0,0.3,0,6.13,0.1,0.2,0.1,0.3,0.0,3.6,0.0,14
30,3,13,0,0,0.0,0,6.34,0.0,0.0,0.8,0.0,0.0,29.1,0.0,16
21,1,29,0,4,0.2,3,7.37,3.5,2.7,2.8,0.8,1.4,38.6,0.0,5
24,0,28,9,4,2.2,3,7.1,0.7,0.0,0.0,2.0,1.8,29.1,0.1,4
29,3,33,0,0,0.0,1,6.81,0.0,0.0,0.6,0.0,0.0,20.2,0.0,4
21,2,18,1,2,0.5,0,6.63,1.2,1.3,2.1,0.5,0.2,32.5,0.0,6
28,1,29,0,0,0.3,0,7.06,2.8,2.8,2.9,0.3,0.2,48.0,0.0,2
29,1,16,1,0,1.2,1,6.93,1.8,1.1,1.5,0.6,0.7,39.4,0.0,17
26,1,19,0,0,0.4,0,6.71,2.7,1.5,2.3,0.6,0.4,46.4,0.0,6
24,2,21,1,0,0.5,3,7.1,2.4,2.4,5.2,0.1,0.1,34.9,0.0,10
23,1,22,3,6,1.0,0,6.62,0.8,0.3,0.3,1.1,1.3,27.2,0.0,5
25,2,3,0,1,0.3,0,7.14,0.3,2.7,0.3,0.3,1.3,23.3,0.0,15
32,2,9,0,0,0.3,0,6.96,0.8,2.4,4.1,0.6,0.3,52.1,0.0,6
25,1,19,1,0,0.3,0,6.85,2.2,1.4,3.3,0.2,0.1,26.0,0.0,5
28,1,36,1,3,0.8,1,6.82,2.1,1.3,1.2,1.0,0.3,33.2,0.0,17
36,0,0,1,0,0.8,0,6.16,0.0,0.0,0.0,0.0,0.0,2.2,0.0,19
23,1,13,1,1,0.6,0,6.76,1.2,1.6,5.0,0.2,0.2,27.3,0.1,14
22,2,15,0,0,0.1,0,6.8,2.8,1.5,3.5,0.1,0.2,51.6,0.0,4
26,2,10,1,2,0.3,0,6.67,1.6,1.6,1.4,0.3,0.2,25.5,0.0,4
24,1,4,2,1,1.2,1,7.34,2.2,1.4,3.2,0.4,1.4,34.0,0.0,1
24,0,0,0,0,0.0,0,5.92,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14
28,0,0,0,0,0.0,0,5.71,0.5,0.0,0.0,0.0,0.0,3.0,0.0,17
27,1,24,0,0,0.1,3,7.05,2.7,1.6,1.5,0.6,1.0,44.1,0.0,1
33,0,19,12,1,2.6,3,7.32,0.3,0.7,1.5,0.9,0.3,26.3,0.1,16
24,0,7,2,1,1.8,2,6.84,0.5,0.2,0.3,1.3,1.3,23.2,0.0,12
26,1,34,3,5,1.5,0,6.87,1.0,1.9,0.2,1.6,1.2,27.7,0.1,19
32,3,0,0,0,0.0,0,6.3,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4
34,1,6,0,1,0.0,0,6.34,1.0,0.6,1.1,0.2,0.0,24.6,0.1,19
29,2,19,2,0,0.6,0,6.82,1.1,3.1,4.4,0.1,0.0,24.2,0.0,13
29,0,8,0,1,0.3,0,6.1,0.4,0.1,0.0,0.1,0.3,5.3,0.0,12
30,1,23,2,0,1.1,2,7.0,2.1,2.6,8.3,0.1,0.2,23.5,0.0,18
20,1,2,0,0,0.3,0,6.15,0.5,1.0,1.5,0.3,0.0,16.8,0.0,20
27,1,12,0,0,0.4,0,6.63,1.5,1.3,0.9,0.8,0.8,20.6,0.0,1
25,1,12,1,1,0.6,0,6.81,2.3,1.3,1.0,1.1,0.4,20.8,0.1,14
31,3,8,0,0,0.0,0,6.81,0.0,0.0,1.1,0.0,0.0,25.8,0.0,8
35,2,16,1,0,0.5,0,6.38,0.9,1.4,4.8,0.1,0.1,35.9,0.0,14
19,1,1,0,0,1.0,0,5.81,0.5,0.0,0.0,0.0,0.5,26.5,0.0,18
33,2,37,4,0,0.4,3,7.27,1.4,1.5,10.0,0.1,0.2,53.1,0.0,11
27,1,7,0,3,0.9,0,6.4,0.5,0.9,0.1,1.5,0.9,20.6,0.0,17
23,1,6,2,1,1.3,1,6.77,0.5,0.7,0.2,1.1,1.0,16.0,0.2,1
20,2,0,0,0,0.0,0,6.07,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1
28,0,33,11,3,2.2,0,7.08,1.2,0.8,0.7,1.5,0.4,35.5,0.1,5
24,1,14,1,2,1.1,0,6.86,1.9,1.3,0.9,0.7,1.7,19.2,0.0,1
19,1,0,0,0,0.4,0,6.12,0.5,0.1,0.0,0.1,0.1,5.5,0.0,3
27,0,5,3,4,1.1,1,6.35,0.2,0.1,0.2,0.7,0.1,7.5,0.0,6
28,0,8,0,1,1.0,0,6.25,0.5,0.1,0.2,0.3,0.5,8.4,0.0,10
21,1,12,2,0,1.1,0,6.53,2.1,0.9,1.1,0.3,0.7,19.5,0.0,20
22,0,0,0,0,1.0,0,6.12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1
29,2,18,0,0,0.1,0,6.92,2.3,2.4,3.2,0.1,0.5,42.2,0.0,7
24,0,33,5,3,2.0,1,6.7,0.8,0.6,0.3,1.3,1.1,22.8,0.2,18
35,1,27,1,2,0.8,0,6.86,2.7,1.9,1.3,0.8,0.3,34.7,0.1,5
36,3,23,0,0,0.0,2,6.51,0.0,0.2,1.2,0.0,0.0,28.9,0.0,17
22,1,20,1,1,0.7,0,6.6,2.5,0.7,0.6,0.8,0.6,29.5,0.2,16
25,1,30,0,1,1.4,1,6.83,2.4,1.4,1.5,0.9,1.2,55.2,0.1,11
20,0,1,0,0,1.4,0,6.09,0.2,0.4,0.2,0.6,0.2,11.0,0.0,18
31,1,19,3,1,0.9,0,7.04,1.6,1.2,2.2,0.4,0.4,41.6,0.2,14
31,1,28,3,2,0.9,2,7.09,2.6,1.8,1.3,1.4,0.3,54.4,0.1,2
23,0,0,0,0,1.0,0,6.39,2.0,0.0,0.0,0.0,1.0,11.0,0.0,14
21,0,5,3,0,0.8,0,6.67,1.6,0.8,0.3,0.5,0.6,17.0,0.0,20
26,0,38,24,1,3.0,4,7.3,0.7,0.8,0.8,0.8,0.4,22.5,0.0,13
26,2,27,1,0,0.6,0,6.73,1.7,2.4,3.7,0.1,0.0,26.8,0.0,20
25,0,0,0,0,0.0,0,6.07,0.5,0.5,0.0,0.0,0.0,6.0,0.0,19
28,1,16,2,5,0.9,1,7.05,2.0,0.3,0.4,1.1,1.5,47.7,0.2,3
29,2,32,4,1,0.7,2,6.88,2.2,2.3,5.2,0.4,0.2,31.1,0.0,18
33,3,2,0,0,0.0,0,7.19,0.0,0.0,0.7,0.0,0.0,16.3,0.0,15
26,1,36,2,2,0.9,0,6.73,1.8,1.1,1.1,0.9,0.4,34.2,0.2,18
26,2,2,0,0,0.3,0,6.96,3.3,1.3,6.3,0.2,0.2,16.3,0.0,18
23,1,23,6,5,1.6,4,7.24,2.4,1.3,0.6,1.4,2.5,44.8,0.3,6
25,0,14,2,5,2.1,2,7.11,1.3,0.3,0.2,1.7,2.3,35.2,0.3,9
24,1,5,0,0,0.4,0,6.44,1.8,0.7,0.6,0.2,0.6,22.7,0.0,15
28,1,29,2,2,0.7,2,7.18,3.8,1.9,3.7,0.6,0.1,43.7,0.0,2
26,1,35,2,2,0.8,0,7.13,2.3,2.3,3.1,0.4,0.6,47.6,0.0,9
30,1,31,6,1,2.0,4,7.17,2.8,1.6,1.2,0.6,0.4,54.7,0.0,4
27,0,19,11,2,2.6,2,6.89,0.2,0.1,0.8,0.8,0.4,11.8,0.0,4
29,1,12,0,1,0.8,0,6.72,2.1,2.3,1.4,0.8,0.4,29.6,0.2,19
30,0,1,0,0,0.8,0,6.13,0.0,0.0,0.0,0.3,0.5,15.8,0.0,16
33,0,1,0,0,1.0,0,6.0,0.3,0.0,0.3,0.1,0.0,5.4,0.0,16
33,1,14,0,2,0.6,0,6.4,1.2,0.7,1.3,1.6,0.2,28.0,0.0,11
26,0,10,0,2,1.4,0,6.35,0.2,0.2,0.5,0.5,0.3,11.6,0.0,19
27,1,17,0,0,0.4,0,6.6,1.7,1.2,1.5,0.5,0.8,27.4,0.0,8
32,1,11,1,0,0.2,0,6.53,1.2,0.5,1.2,0.6,0.0,37.0,0.0,6
28,0,24,17,4,2.2,5,7.26,1.1,0.8,0.1,1.0,0.9,32.2,0.1,3
24,2,7,0,0,0.5,0,6.45,1.4,1.4,2.3,0.1,0.2,22.9,0.1,10
19,1,0,0,0,0.0,0,6.55,2.0,1.0,0.0,2.0,0.0,10.0,0.0,17
24,1,24,0,3,0.4,2,6.77,1.6,1.3,3.5,0.1,0.4,39.2,0.1,12
27,1,38,0,4,0.5,0,6.87,2.5,2.2,4.7,0.5,0.6,35.6,0.0,18
27,1,22,0,1,1.1,0,6.58,1.7,1.6,1.0,0.5,0.2,33.6,0.0,13
26,0,9,5,0,1.5,0,6.57,0.4,0.2,0.3,0.6,0.6,17.7,0.0,12
22,2,3,0,0,0.1,0,6.31,0.2,0.7,1.3,0.1,0.0,27.3,0.0,3
26,1,10,6,2,0.8,2,6.63,1.0,0.3,0.2,0.7,0.4,26.5,0.0,3
22,0,13,8,2,1.8,3,6.7,0.7,0.3,0.5,0.6,0.6,13.0,0.0,11
24,1,1,0,0,0.8,0,6.37,2.0,0.2,0.0,0.7,0.3,15.7,0.2,18
23,2,14,2,0,0.4,1,6.66,1.1,3.0,3.8,0.2,0.2,20.2,0.1,16
33,0,28,9,6,4.0,6,7.24,0.4,0.0,1.1,1.4,1.0,21.4,0.1,6
20,1,8,1,0,1.5,0,6.53,1.4,0.6,0.2,0.4,0.3,35.4,0.0,8
29,1,26,2,2,0.6,0,6.85,2.0,2.4,0.7,0.8,0.4,37.8,0.0,15
33,0,32,13,4,2.1,2,6.85,0.5,0.3,0.2,0.8,0.3,13.1,0.1,1
20,1,10,3,1,1.0,0,7.12,1.7,0.4,0.4,1.3,1.3,48.3,0.2,2
33,1,21,3,1,1.4,0,6.52,0.4,0.5,0.8,0.8,0.7,15.8,0.0,18
21,2,7,0,0,0.1,0,7.1,2.1,3.3,3.3,0.1,0.6,46.9,0.0,16
29,1,19,0,1,0.3,0,6.82,1.8,1.5,3.2,0.4,0.4,35.8,0.0,11
19,1,0,0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
26,1,12,4,5,1.2,2,6.83,0.3,0.1,0.1,0.9,1.7,17.6,0.0,5
33,1,5,0,0,1.0,0,6.31,1.2,0.7,1.3,0.8,0.8,33.3,0.2,20
19,0,16,6,1,1.4,1,6.77,0.9,0.8,0.4,0.9,0.6,21.1,0.0,9
24,2,19,0,0,0.7,0,7.13,1.2,2.1,6.0,0.1,0.3,34.2,0.0,2
20,0,0,0,0,0.0,0,5.98,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1
27,0,30,9,2,2.1,1,6.62,0.3,0.4,1.3,0.8,0.4,18.5,0.0,14
29,0,6,2,2,1.1,1,6.5,0.8,0.1,0.4,0.9,0.4,16.1,0.0,7
27,2,21,1,1,0.3,1,6.77,2.2,2.8,3.9,0.2,0.4,35.6,0.0,19
22,0,15,4,0,1.0,0,6.25,0.2,0.0,0.4,0.4,0.3,9.4,0.0,16
28,1,18,4,4,1.2,1,6.82,1.9,1.1,0.6,0.9,1.2,22.3,0.0,6
27,0,29,11,9,2.0,3,7.31,0.4,0.3,0.3,2.4,1.1,43.6,0.1,3
22,0,9,2,0,1.0,1,6.39,0.4,0.1,0.6,0.4,0.4,9.2,0.0,16
24,0,21,3,2,1.2,0,6.83,1.1,0.3,0.3,1.2,1.6,24.3,0.1,15
21,3,28,0,0,0.0,2,6.68,0.1,0.0,0.7,0.0,0.0,23.4,0.0,20
24,1,15,0,1,0.7,0,6.36,1.4,0.9,0.6,0.5,0.2,25.4,0.0,12
23,0,1,0,0,0.3,0,6.18,0.5,0.0,0.2,0.5,0.3,4.5,0.0,18
33,0,11,7,0,1.4,1,6.58,0.2,0.0,0.4,0.4,0.6,10.3,0.0,4
23,0,18,4,2,1.6,2,6.74,0.7,0.4,0.3,0.9,1.8,24.5,0.0,4
27,1,1,0,1,0.0,0,8.01,6.0,3.0,0.0,1.0,1.0,37.0,1.0,6
22,1,11,2,0,1.1,0,6.37,0.7,0.2,0.2,0.6,0.8,12.3,0.0,15
24,0,35,5,7,2.0,0,7.03,1.3,1.0,0.2,1.8,2.5,28.6,0.2,11
20,1,18,1,1,0.5,0,6.69,2.0,0.7,0.4,0.4,0.6,24.5,0.1,2
24,1,0,0,0,0.0,0,6.14,0.3,0.3,0.0,0.3,0.0,6.0,0.0,9
32,2,20,0,0,0.6,0,6.54,1.6,1.5,5.7,0.1,0.1,23.0,0.0,20
19,0,1,2,0,0.4,0,6.24,0.2,0.0,0.3,0.2,0.2,6.1,0.0,8
32,1,18,0,1,0.2,1,6.52,2.1,1.0,0.8,0.3,0.7,28.3,0.0,9
30,3,34,0,0,0.0,3,6.73,0.0,0.0,0.8,0.0,0.0,24.2,0.0,2
24,0,0,0,0,0.0,0,6.02,0.0,0.0,0.3,0.0,0.0,1.5,0.0,16
24,2,4,0,0,0.0,0,6.77,2.0,2.5,1.0,0.3,0.8,21.3,0.0,15
23,1,35,7,7,2.3,3,7.2,1.3,0.3,0.1,2.8,1.4,39.0,0.3,9
22,1,0,0,0,0.3,0,6.12,0.1,0.1,0.0,0.1,0.4,5.6,0.1,13
33,0,17,5,1,1.7,2,7.05,1.1,0.4,1.6,0.8,0.7,19.7,0.1,19
29,2,31,1,1,0.4,0,7.02,2.2,1.8,4.3,0.3,1.2,32.3,0.0,13
23,1,10,1,2,1.4,0,6.36,0.3,0.3,0.1,0.8,0.7,13.5,0.0,6
21,2,6,0,0,0.3,0,7.13,4.2,3.5,3.5,0.2,1.2,37.2,0.0,19
29,0,36,17,9,3.6,7,7.45,0.4,0.1,1.1,1.4,1.5,23.6,0.3,4
34,2,32,0,1,0.1,0,6.72,2.1,1.7,4.0,0.9,0.5,42.9,0.1,16
31,2,4,1,0,0.8,0,6.43,1.3,0.3,1.5,0.0,0.0,40.2,0.0,7
34,3,19,0,0,0.0,1,6.71,0.1,0.0,1.8,0.0,0.0,27.9,0.0,15
23,1,6,2,0,1.9,1,6.94,1.2,0.7,0.0,1.4,1.3,17.1,0.2,14
28,1,15,0,0,0.7,0,6.46,1.6,1.5,0.9,0.2,0.6,21.6,0.0,16
26,1,11,1,1,1.8,1,6.79,0.7,0.3,0.3,1.8,1.9,27.3,0.0,17
22,1,2,0,0,0.3,0,6.29,2.0,0.7,0.3,0.7,0.0,18.3,0.0,11
24,2,16,1,0,0.3,1,6.96,1.6,1.1,3.5,0.0,0.2,53.6,0.0,2
21,1,31,6,2,1.3,1,6.79,1.9,1.3,0.3,1.2,0.7,42.8,0.0,11
28,3,35,0,0,0.0,0,6.89,0.0,0.1,1.2,0.0,0.0,26.1,0.0,5
20,0,0,0,0,0.0,0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
19,2,3,0,0,0.3,0,7.17,2.7,2.3,2.0,0.7,0.7,22.7,0.0,12
21,1,0,0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
28,0,18,8,1,1.7,1,6.74,1.0,0.3,0.6,0.6,0.7,16.2,0.0,12
25,2,29,0,2,0.3,3,6.9,2.0,2.6,3.6,0.5,0.8,50.5,0.0,16
32,2,37,4,1,0.6,1,7.34,2.0,2.2,8.6,0.1,0.3,41.7,0.0,1
23,0,0,0,0,1.0,0,6.11,0.0,0.0,0.0,1.0,0.0,10.0,0.0,19
37,3,25,0,0,0.0,2,6.78,0.0,0.2,0.6,0.0,0.0,24.2,0.0,11
23,1,0,0,0,0.0,0,6.11,1.0,0.0,0.0,0.0,0.0,3.0,0.0,8
28,0,5,0,0,1.9,0,6.33,0.6,0.0,0.3,0.5,0.4,12.9,0.0,18
21,0,15,3,0,0.9,0,6.47,0.4,0.2,0.3,0.6,0.7,10.0,0.0,14
21,2,16,1,0,0.4,1,6.73,0.8,1.7,4.8,0.2,0.5,28.2,0.0,12
23,1,16,0,1,1.3,0,6.57,0.6,2.5,0.7,0.8,0.3,21.6,0.1,12
