iter	Passed	Remaining
0	152	152156
1	159	79386
2	165	55137
3	172	42941
4	180	35829
5	186	30979
6	194	27584
7	202	25118
8	209	23117
9	217	21549
10	223	20126
11	230	19011
12	237	18001
13	244	17197
14	250	16450
15	257	15812
16	264	15275
17	270	14770
18	277	14311
19	284	13936
20	290	13550
21	296	13196
22	304	12932
23	312	12723
24	320	12494
25	327	12257
26	334	12059
27	341	11858
28	347	11639
29	355	11478
30	361	11315
31	368	11145
32	375	10992
33	380	10821
34	386	10669
35	393	10534
36	400	10413
37	406	10299
38	413	10186
39	419	10078
40	426	9980
41	434	9906
42	441	9828
43	447	9725
44	454	9640
45	461	9566
46	467	9480
47	474	9406
48	480	9330
49	488	9283
50	495	9218
51	502	9160
52	509	9095
53	515	9025
54	521	8965
55	528	8915
56	535	8863
57	541	8802
58	548	8753
59	556	8720
60	564	8684
61	571	8647
62	578	8602
63	586	8579
64	592	8529
65	600	8493
66	607	8457
67	614	8415
68	620	8375
69	627	8337
70	634	8300
71	641	8264
72	647	8222
73	654	8187
74	660	8147
75	667	8120
76	674	8086
77	681	8056
78	688	8022
79	694	7991
80	702	7968
81	708	7934
82	716	7914
83	724	7899
84	733	7890
85	740	7872
86	747	7841
87	753	7811
88	760	7782
89	767	7764
90	774	7735
91	781	7709
92	788	7686
93	795	7664
94	802	7643
95	808	7614
96	815	7594
97	822	7572
98	830	7559
99	838	7545
100	846	7530
101	852	7503
102	859	7482
103	865	7459
104	871	7429
105	879	7421
106	886	7399
107	893	7380
108	901	7372
109	908	7351
110	915	7332
111	922	7313
112	930	7300
113	937	7283
114	943	7263
115	950	7240
116	956	7221
117	965	7214
118	972	7197
119	981	7196
120	988	7180
121	996	7169
122	1003	7153
123	1010	7141
124	1017	7123
125	1025	7113
126	1032	7097
127	1039	7080
128	1046	7065
129	1053	7048
130	1061	7039
131	1067	7019
132	1074	7005
133	1082	6994
134	1088	6976
135	1095	6961
136	1102	6943
137	1108	6926
138	1115	6909
139	1123	6902
140	1130	6889
141	1136	6867
142	1143	6854
143	1150	6838
144	1157	6824
145	1164	6809
146	1173	6807
147	1180	6796
148	1187	6781
149	1194	6768
150	1200	6752
151	1207	6736
152	1214	6725
153	1221	6710
154	1229	6700
155	1235	6685
156	1243	6675
157	1250	6663
158	1257	6649
159	1263	6633
160	1270	6622
161	1278	6614
162	1285	6598
163	1291	6584
164	1297	6568
165	1304	6556
166	1311	6540
167	1318	6529
168	1325	6519
169	1332	6504
170	1339	6494
171	1346	6481
172	1353	6470
173	1360	6456
174	1368	6450
175	1377	6447
176	1383	6433
177	1390	6421
178	1397	6408
179	1404	6396
180	1411	6386
181	1419	6381
182	1427	6370
183	1434	6360
184	1441	6348
185	1449	6342
186	1455	6329
187	1462	6315
188	1468	6302
189	1476	6293
190	1482	6281
191	1489	6267
192	1496	6256
